ticker,metric,locked_tag
ES,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ET,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ETN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ETR,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
EVRG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
EW,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
EXC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
EXE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
EXEL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
EXPD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
EXPE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
F,operating_cash_flow,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
FANG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FAST,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FCX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FDX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FFIV,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FICO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FIS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FISV,operating_cash_flow,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
FIVE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FIX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FLEX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FLS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FOXA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FSLR,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FTAI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FTI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FTNT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FTV,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
FWONA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GAP,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GDDY,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GEN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GGG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GH,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GILD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GIS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GLW,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GME,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GMED,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GNRC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GOOGL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GPC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GPN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GRMN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GTLS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GWRE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
GWW,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
H,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HAL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HAS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HCA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HEI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HII,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HLT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HOLX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HON,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HPE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HPQ,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HRL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HSY,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HUBB,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HUBS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
HWM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
IBM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
IDXX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
IESC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
IEX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
IFF,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ILMN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
INCY,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
INSM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
INTC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
INTU,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
IONQ,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
IONS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
IP,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
IQV,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
IR,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ISRG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
IT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ITT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
ITW,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
J,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
JAZZ,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
JBHT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
JBL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
JCI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
JKHY,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
JNJ,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
KDP,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
KEYS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
KHC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
KLAC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
KMB,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
KMI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
KNX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
KO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
KR,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
KTOS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
LDOS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LECO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LEN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LH,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LHX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LII,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LIN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LITE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LLY,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LMT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LNG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LNT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LOGI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LOW,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LRCX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LSCC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LULU,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LUV,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LVS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LYB,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
LYV,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MAR,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MAS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MASI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MCD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MCHP,operating_cash_flow,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
MCK,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MCO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MDB,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MDGL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MDLZ,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MDT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MEDP,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MELI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
META,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MGM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MKC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MKSI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MLI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MLM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MMM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MNST,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MOD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MOG-A,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MP,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MPC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MPLX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MPWR,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MRK,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MRNA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MRVL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MSCI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MSFT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MSI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MTD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MTSI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MTZ,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MU,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
MUSA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NBIX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NDSN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NEE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NEM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NET,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NFG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NFLX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NKE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NOC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NOW,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NRG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NSC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NTAP,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NTNX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NTRA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NUE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NVDA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NVR,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NVT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NWSA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NXPI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
NYT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ODFL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
OGE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
OKE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
OKTA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
OMC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ON,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ONC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ONTO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ORCL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ORLY,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
OTIS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
OVV,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PAA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PAG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
PANW,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PAYX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PCAR,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PCG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PEG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PEN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PEP,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PFE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PFGC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PH,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PHM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PINS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PKG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PLTR,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PNR,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PNW,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PODD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PPG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PPL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PR,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PSTG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PSX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PTC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PWR,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
PYPL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
QCOM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
QSR,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
QXO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RBA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RBC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RBLX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RCL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
REGN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RIVN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RKLB,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RMBS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RMD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ROK,operating_cash_flow,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
ROKU,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ROL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ROP,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ROST,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RPM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RPRX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RRC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RRX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RSG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RTX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
RVMD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
RVTY,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SAIA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SATS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SBUX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SCCO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SCI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SFD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
SGI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SHW,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SJM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SLB,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SMCI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SMMT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SNA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SNOW,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SNPS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SNX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SPGI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SPXC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SRE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SSNC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
STE,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
STLD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
STRL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
STX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
STZ,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SUN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SWK,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SYK,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SYM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
SYY,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
T,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TDG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TDY,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TEL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TER,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TEVA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TGT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
THC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TJX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TMO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TMUS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TOL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TOST,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TPR,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TRGP,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TRMB,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TRU,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TSCO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TSLA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TSN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TTC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TTD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TTMI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TTWO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TWLO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TXN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
TXRH,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TXT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
TYL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
UAL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
UBER,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
UHS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
UI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ULTA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
UNP,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
UPS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
URI,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
USFD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
UTHR,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
V,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
VEEV,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
VLO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
VMC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
VRSK,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
VRSN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
VRT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
VRTX,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
VST,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
VTRS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
VZ,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
W,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WAB,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WAT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WBD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WCC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WCN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WDAY,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WDC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WEC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WES,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WLK,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WMB,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WMG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WMS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WMT,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WSM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WSO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WST,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WTRG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WTS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WWD,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
WYNN,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
XEL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
XOM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
XPO,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
XYL,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
XYZ,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
YUM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
YUMC,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ZBH,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ZBRA,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ZG,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ZM,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ZS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
ZTS,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities
