ticker,company_name,quarter_end,filing_date,fiscal_year,fiscal_quarter,accession_number,form,total_assets,assets_current,cash,accounts_receivable_net,inventory_net,prepaid_expense_current,ppe_net,other_assets_noncurrent,liabilities_current,stockholders_equity,net_income,goodwill,intangibles_net,total_liabilities,assets_noncurrent,liabilities_noncurrent,marketable_securities
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2022-06-30,2022-08-04,2022,Q2,0001501585-22-000026,10-Q,10586000000.0,2820000000.0,375000000.0,681000000.0,,74000000.0,3102000000.0,,2447000000.0,2822000000.0,178000000.0,2634000000.0,,7634000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2022-09-30,2022-11-03,2022,Q3,0001501585-22-000034,10-Q,10615000000.0,2817000000.0,117000000.0,721000000.0,,61000000.0,3136000000.0,,2892000000.0,2952000000.0,138000000.0,2618000000.0,,7567000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2023-03-31,2023-05-04,2023,Q1,0001501585-23-000016,10-Q,10849000000.0,2752000000.0,318000000.0,755000000.0,,78000000.0,3182000000.0,,2867000000.0,3563000000.0,129000000.0,2618000000.0,,7286000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2023-06-30,2023-08-03,2023,Q2,0001501585-23-000026,10-Q,10859000000.0,2817000000.0,313000000.0,786000000.0,,78000000.0,3196000000.0,,2927000000.0,3563000000.0,130000000.0,2618000000.0,,7213000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2023-09-30,2023-11-02,2023,Q3,0001501585-23-000033,10-Q,10621000000.0,2587000000.0,109000000.0,698000000.0,,106000000.0,3201000000.0,,2817000000.0,3646000000.0,148000000.0,2618000000.0,,6888000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2024-03-31,2024-05-02,2024,Q1,0001501585-24-000013,10-Q,11167000000.0,2833000000.0,10000000.0,718000000.0,,105000000.0,3298000000.0,,2948000000.0,4126000000.0,153000000.0,2618000000.0,,7041000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2024-06-30,2024-08-01,2024,Q2,0001501585-24-000036,10-Q,11310000000.0,2912000000.0,,706000000.0,,106000000.0,3342000000.0,,3563000000.0,4126000000.0,173000000.0,2618000000.0,,7132000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2024-09-30,2024-10-31,2024,Q3,0001501585-24-000042,10-Q,11082000000.0,2629000000.0,,436000000.0,,91000000.0,3384000000.0,,3336000000.0,4178000000.0,101000000.0,2618000000.0,,6879000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2025-03-31,2025-05-01,2025,Q1,0001501585-25-000037,10-Q,12103000000.0,3042000000.0,,387000000.0,,105000000.0,3540000000.0,,2856000000.0,4773000000.0,149000000.0,2651000000.0,,7330000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2025-06-30,2025-07-31,2025,Q2,0001501585-25-000099,10-Q,12098000000.0,2973000000.0,,377000000.0,,74000000.0,3576000000.0,,2750000000.0,4773000000.0,152000000.0,2651000000.0,,7216000000.0,,,
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2025-09-30,2025-10-30,2025,Q3,0001501585-25-000112,10-Q,12309000000.0,3078000000.0,,374000000.0,,75000000.0,3635000000.0,,2702000000.0,4882000000.0,145000000.0,2650000000.0,,7325000000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2011-06-26,2011-08-04,2011,Q2,0001104659-11-043760,10-Q,912400000.0,347900000.0,100400000.0,162900000.0,64000000.0,,61500000.0,19200000.0,123800000.0,227000000.0,-5200000.0,370300000.0,113500000.0,685400000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2011-09-25,2011-11-04,2011,Q3,0001104659-11-061072,10-Q,1241400000.0,454400000.0,109400000.0,248700000.0,79800000.0,,81600000.0,24500000.0,216500000.0,331400000.0,-6900000.0,547500000.0,133400000.0,910000000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2012-03-25,2012-05-03,2012,Q1,0001104659-12-032628,10-Q,1237400000.0,448600000.0,74800000.0,259600000.0,87400000.0,,72700000.0,23000000.0,238800000.0,310700000.0,-3000000.0,577000000.0,116100000.0,926700000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2012-06-24,2012-08-02,2012,Q2,0001069258-12-000027,10-Q,1299300000.0,521100000.0,145700000.0,256800000.0,86700000.0,,72400000.0,23000000.0,222900000.0,391500000.0,-17200000.0,575600000.0,107200000.0,907800000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2012-09-30,2012-11-08,2012,Q3,0001069258-12-000037,10-Q,1372900000.0,456600000.0,37600000.0,281400000.0,100000000.0,,84600000.0,21000000.0,274100000.0,412600000.0,-4200000.0,678500000.0,132200000.0,960300000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2013-03-31,2013-05-09,2013,Q1,0001069258-13-000016,10-Q,1270600000.0,455100000.0,51600000.0,281800000.0,89200000.0,,84000000.0,38300000.0,275600000.0,315600000.0,-10300000.0,596400000.0,96800000.0,955000000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2013-06-30,2013-08-08,2013,Q2,0001069258-13-000039,10-Q,1222300000.0,417800000.0,49700000.0,253600000.0,86000000.0,,83500000.0,36800000.0,238600000.0,308100000.0,-9600000.0,596400000.0,87800000.0,914200000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2013-09-29,2013-11-07,2013,Q3,0001069258-13-000045,10-Q,1224700000.0,429300000.0,49800000.0,269000000.0,84600000.0,,84500000.0,35700000.0,256200000.0,301700000.0,-9900000.0,596400000.0,78800000.0,923000000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2014-03-30,2014-04-30,2014,Q1,0001069258-14-000017,10-Q,1196400000.0,413300000.0,53600000.0,248000000.0,81800000.0,,84000000.0,38400000.0,244100000.0,284100000.0,-15000000.0,596400000.0,64300000.0,912300000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2014-06-29,2014-08-07,2014,Q2,0001069258-14-000028,10-Q,1172100000.0,398500000.0,26900000.0,265900000.0,80700000.0,,84200000.0,30400000.0,246900000.0,237100000.0,-49900000.0,596400000.0,62600000.0,935000000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2014-09-28,2014-11-07,2014,Q3,0001069258-14-000038,10-Q,1145900000.0,376700000.0,16200000.0,255100000.0,82300000.0,,82600000.0,32400000.0,227200000.0,231000000.0,-10900000.0,596400000.0,57800000.0,914900000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2015-03-29,2015-05-07,2015,Q1,0001069258-15-000016,10-Q,1122600000.0,366200000.0,34400000.0,238600000.0,74800000.0,,81500000.0,30800000.0,223000000.0,211500000.0,-16300000.0,596400000.0,47700000.0,911100000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2015-06-28,2015-08-06,2015,Q2,0001069258-15-000029,10-Q,1102600000.0,353200000.0,22200000.0,204500000.0,56000000.0,,60900000.0,28600000.0,215900000.0,198700000.0,-15000000.0,483400000.0,42200000.0,903900000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2015-09-27,2015-11-06,2015,Q3,0001069258-15-000050,10-Q,921500000.0,310400000.0,35800000.0,194700000.0,57900000.0,,60700000.0,27600000.0,187300000.0,257600000.0,55100000.0,483400000.0,39400000.0,663900000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2016-03-27,2016-05-04,2016,Q1,0001069258-16-000065,10-Q,884400000.0,305300000.0,20100000.0,208800000.0,54800000.0,,53800000.0,8100000.0,170300000.0,234700000.0,-22200000.0,483400000.0,33800000.0,649700000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2016-06-26,2016-08-04,2016,Q2,0001069258-16-000085,10-Q,874200000.0,302100000.0,17600000.0,211000000.0,56500000.0,,51200000.0,8000000.0,167600000.0,225600000.0,-10400000.0,483400000.0,29500000.0,648600000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2016-09-25,2016-11-02,2016,Q3,0001069258-16-000095,10-Q,875900000.0,310400000.0,20500000.0,208000000.0,61800000.0,,47300000.0,7900000.0,187400000.0,204100000.0,-23600000.0,483400000.0,26900000.0,671800000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2017-03-26,2017-05-04,2017,Q1,0001069258-17-000015,10-Q,961600000.0,387300000.0,73400000.0,227900000.0,67300000.0,,50800000.0,8200000.0,196000000.0,351400000.0,-10000000.0,485400000.0,29900000.0,610200000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2017-06-25,2017-07-27,2017,Q2,0001069258-17-000030,10-Q,950000000.0,373800000.0,63300000.0,226600000.0,64700000.0,,55000000.0,8500000.0,187100000.0,347000000.0,-6200000.0,485400000.0,27300000.0,603000000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2018-09-30,2018-11-06,2018,Q3,0001069258-18-000046,10-Q,1011900000.0,496600000.0,187200000.0,60100000.0,48600000.0,,65200000.0,6900000.0,172100000.0,511900000.0,1700000.0,425700000.0,17500000.0,500000000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2019-03-31,2019-05-08,2019,Q1,0001069258-19-000017,10-Q,1168900000.0,517100000.0,178400000.0,81300000.0,69300000.0,,113500000.0,6400000.0,195300000.0,552900000.0,3100000.0,459400000.0,34400000.0,601000000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2019-06-30,2019-07-31,2019,Q2,0001069258-19-000028,10-Q,1173600000.0,516000000.0,176200000.0,67800000.0,75500000.0,,115500000.0,6500000.0,188900000.0,552900000.0,3100000.0,459400000.0,32400000.0,598700000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2019-09-29,2019-11-05,2019,Q3,0001069258-19-000036,10-Q,1178300000.0,515600000.0,181000000.0,65600000.0,,,115700000.0,6300000.0,181500000.0,559500000.0,2500000.0,458100000.0,37800000.0,596100000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2020-03-29,2020-05-07,2020,Q1,0001069258-20-000018,10-Q,1183300000.0,510300000.0,158600000.0,78300000.0,,,,9300000.0,,580200000.0,-200000.0,463300000.0,41000000.0,588100000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2020-06-28,2020-08-04,2020,Q2,0001069258-20-000034,10-Q,1419200000.0,745000000.0,397200000.0,59800000.0,,,,9200000.0,,580200000.0,-700000.0,465500000.0,39200000.0,579800000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2020-09-27,2020-10-29,2020,Q3,0001069258-20-000044,10-Q,1473200000.0,770800000.0,374700000.0,83900000.0,,,,8900000.0,,824500000.0,2400000.0,475300000.0,42000000.0,623000000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2021-03-28,2021-05-05,2021,Q1,0001069258-21-000022,10-Q,1565200000.0,768600000.0,383600000.0,85700000.0,,,,83600000.0,,929000000.0,1900000.0,483700000.0,41600000.0,621400000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2021-06-27,2021-08-03,2021,Q2,0001069258-21-000038,10-Q,1562300000.0,768700000.0,369300000.0,80000000.0,,,,83900000.0,,929000000.0,1100000.0,483700000.0,40400000.0,611800000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2021-09-26,2021-11-03,2021,Q3,0001069258-21-000044,10-Q,1577800000.0,772600000.0,369900000.0,85400000.0,,,,84600000.0,,935900000.0,-2400000.0,483700000.0,39300000.0,620900000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2022-03-27,2022-05-05,2022,Q1,0001069258-22-000031,10-Q,1565500000.0,687900000.0,254400000.0,65900000.0,,,,90100000.0,,932300000.0,-15900000.0,522900000.0,51500000.0,618000000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2022-06-26,2022-08-04,2022,Q2,0001069258-22-000054,10-Q,1583300000.0,624300000.0,142400000.0,100600000.0,,,,91900000.0,,932300000.0,-4700000.0,551900000.0,64900000.0,637400000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2022-09-25,2022-11-03,2022,Q3,0001069258-22-000061,10-Q,1568100000.0,601300000.0,125200000.0,83700000.0,,,,93500000.0,,938100000.0,-8000000.0,551800000.0,61900000.0,624900000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2023-03-26,2023-05-03,2023,Q1,0001069258-23-000027,10-Q,1557100000.0,588100000.0,46700000.0,143900000.0,,,,97000000.0,245000000.0,931200000.0,-7000000.0,558200000.0,53600000.0,613500000.0,,,
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2023-06-25,2023-08-03,2023,Q2,0001069258-23-000046,10-Q,1562800000.0,587800000.0,48200000.0,115700000.0,,,,97800000.0,250900000.0,931200000.0,-2700000.0,558200000.0,52200000.0,602500000.0,,,
