ticker,company_name,year_end,filing_date,fiscal_year,accession_number,net_income,total_assets,total_liabilities,log_total_assets,leverage,roa,asset_growth,return_next_year
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",2024-12-29,2025-02-26,2024,0001069258-25-000008,16300000,1950900000,597700000.0,21.39155664150749,0.30637141831974984,0.00835511815059716,0.19503828483920368,0.9953127633292971
LDOS,"Leidos Holdings, Inc.",2012-01-31,2012-03-27,2012,0001193125-12-133697,59000000,6667000000,4486000000.0,22.620435820582333,0.6728663566821659,0.008849557522123894,0.07134822432910172,0.06638538346003527
LDOS,"Leidos Holdings, Inc.",2013-01-31,2013-03-27,2013,0001193125-13-127240,525000000,5875000000,3257000000.0,22.493971896976635,0.5543829787234043,0.08936170212765958,-0.11879406029698515,0.12059203658974278
LDOS,"Leidos Holdings, Inc.",2014-01-31,2014-03-27,2014,0001336920-14-000007,164000000,4162000000,2567000000.0,22.149261564917854,0.6167707832772705,0.03940413262854397,-0.205554765964478,0.2134309346427625
LDOS,"Leidos Holdings, Inc.",2015-01-30,2015-03-25,2015,0001336920-15-000010,-323000000,3281000000,2283000000.0,21.911414090925376,0.6958244437671441,-0.09844559585492228,-0.205554765964478,0.18806283152861278
LDOS,"Leidos Holdings, Inc.",2017-12-29,2018-02-23,2018,0001336920-18-000008,366000000,8990000000,5620000000.0,22.91937868542994,0.625139043381535,0.0407119021134594,1.6005210497100542,-0.006715178094793111
LDOS,"Leidos Holdings, Inc.",2018-12-28,2019-02-19,2019,0001336920-19-000004,581000000,8770000000,5462000000.0,22.894602643330504,0.6228050171037628,0.06624857468643101,-0.024471635150166853,0.638502592885301
LDOS,"Leidos Holdings, Inc.",2020-01-03,2020-02-18,2020,0001336920-20-000023,667000000,9367000000,5954000000.0,22.960458711173406,0.6356357425002669,0.07120743034055728,0.06807297605473205,-0.12480706986349124
LDOS,"Leidos Holdings, Inc.",2021-01-01,2021-02-23,2021,0001336920-21-000010,628000000,12511000000,8649000000.0,23.249874094281672,0.6913116457517384,0.05019582767164895,0.33564641827692965,0.1006407414774317
LDOS,"Leidos Holdings, Inc.",2021-12-31,2022-02-15,2022,0001336920-22-000007,753000000,13261000000,8917000000.0,23.308093233641873,0.6724228942010406,0.056783048035593094,0.05994724642314763,0.11221128839754457
LDOS,"Leidos Holdings, Inc.",2022-12-30,2023-02-14,2023,0001336920-23-000015,685000000,13071000000,8718000000.0,23.293661872749826,0.6669726876291026,0.052406089817152474,-0.014327727923987633,0.23492531772321232
LDOS,"Leidos Holdings, Inc.",2023-12-29,2024-02-13,2024,0001336920-24-000008,199000000,12695000000,8437000000.0,23.264474052103054,0.664592359196534,0.015675462780622294,-0.028765970468977126,0.08988783810982325
LDOS,"Leidos Holdings, Inc.",2025-01-03,2025-02-11,2025,0001336920-25-000006,1254000000,13104000000,8644000000.0,23.296183364057125,0.6596459096459096,0.09569597069597069,0.032217408428515164,0.334902670242384
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",2011-07-01,2011-08-29,2012,0000950123-11-081041,588000000,6172800000,3660800000.0,22.543418380675686,0.5930533955417314,0.0952566096423017,0.3037362451686485,0.18468999343818748
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",2012-06-29,2012-08-27,2013,0001193125-12-369967,30600000,5592800000,3646700000.0,22.44474589316205,0.6520347589758261,0.005471320268917179,-0.09396060134784863,0.2034661854794743
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",2013-06-28,2013-08-26,2014,0001193125-13-346761,113000000,4858400000,3297200000.0,22.303975002547638,0.6786596410340853,0.023258685987156264,-0.1313116864540123,0.2571266338657552
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",2014-06-27,2014-08-25,2015,0001193125-14-320240,534800000,4931200000,3105800000.0,22.31884820309007,0.6298264114211551,0.10845230369889682,0.01498435698995554,0.11123529282144451
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",2015-07-03,2015-08-31,2016,0001193125-15-308363,334000000,13129000000,9727000000.0,23.298089360898384,0.7408789702186,0.025439865945616574,1.6005210497100542,0.2343238020524738
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",2016-07-01,2016-08-29,2017,0000202058-16-000022,324000000,11996000000,8939000000.0,23.207839097833173,0.7451650550183394,0.027009003001000332,-0.08629750933048976,0.2993561673818344
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",2017-06-30,2017-08-29,2018,0000202058-17-000037,553000000,10090000000,7162000000.0,23.034810671311927,0.7098116947472746,0.054806739345887014,-0.1588862954318106,0.2955651069569568
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",2018-06-29,2018-08-27,2019,0000202058-18-000063,718000000,9839000000,6517000000.0,23.00961991683004,0.6623640613883525,0.07297489582274622,-0.02487611496531219,0.275736492153831
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",2019-06-28,2019-08-22,2020,0000202058-19-000090,949000000,10117000000,6754000000.0,23.037483014170164,0.6675892062864486,0.09380251062567956,0.028254903953653827,-0.15368355396443653
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",2021-12-31,2022-02-25,2022,0000202058-22-000015,1846000000,34709000000,15390000000.0,24.270264856263918,0.4434008470425538,0.05318505286813219,1.6005210497100542,-0.16119239163077684
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",2022-12-30,2023-02-24,2023,0000202058-23-000014,1062000000,33524000000,14900000000.0,24.23552743718307,0.4444577019448753,0.03167879727956091,-0.03414100089314011,0.029445347158667107
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",2023-12-29,2024-02-20,2024,0000202058-24-000029,1227000000,41687000000,22858000000.0,24.453455166547325,0.5483244176841702,0.029433636385443905,0.24349719603865888,-0.04962188711707162
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",2025-01-03,2025-02-14,2025,0000202058-25-000023,1502000000,42001000000,22422000000.0,24.460959264470148,0.533844432275422,0.03576105330825457,0.00753232422577782,0.38684911362340635
LMT,LOCKHEED MARTIN CORP,2011-12-31,2012-02-23,2011,0001193125-12-074929,2655000000,37908000000,36907000000.0,24.35842800855436,0.9735939643347051,0.07003798670465337,0.0810163401488579,0.03202740097009571
LMT,LOCKHEED MARTIN CORP,2012-12-31,2013-02-28,2012,0001193125-13-082873,2745000000,38657000000,38618000000.0,24.377993708129456,0.9989911270921179,0.07100913159324314,0.019758362350954944,0.6601787995425833
LMT,LOCKHEED MARTIN CORP,2013-12-31,2014-02-14,2013,0001193125-14-055034,2981000000,36188000000,31270000000.0,24.311993409109906,0.8640985962197414,0.0823753730518404,-0.06386941562976951,0.22312963176923165
LMT,LOCKHEED MARTIN CORP,2014-12-31,2015-02-09,2014,0001193125-15-038681,3614000000,37073000000,33673000000.0,24.336154778808663,0.9082890513311574,0.09748334367329323,0.024455620647728528,0.08377452311782363
LMT,LOCKHEED MARTIN CORP,2015-12-31,2016-02-24,2015,0001193125-16-476010,3605000000,49128000000,46031000000.0,24.61769497397351,0.9369605927373392,0.07337974271291321,0.32516926064791085,0.22299227490878054
