ticker,company_name,quarter_end,filing_date,fiscal_year,fiscal_quarter,accession_number,net_income,total_assets,total_liabilities,log_total_assets,leverage,roa,asset_growth,return_next_q
BAH,Booz Allen Hamilton Holding Corp,2012-09-30,2012-10-31,2013,Q2,0001443646-12-000003,46116000.0,3090078000.0,2970544000.0,21.85146217025592,0.9613168340734441,0.014923895124977427,,0.056988138113639224
BAH,Booz Allen Hamilton Holding Corp,2012-12-31,2013-01-30,2013,Q3,0001443646-13-000003,56184000.0,3150906000.0,2966384000.0,21.870955867477143,0.9414384307243694,0.017831061923142107,0.01968493999180603,-0.050504338117034746
BAH,Booz Allen Hamilton Holding Corp,2013-06-30,2013-07-31,2014,Q1,0001443646-13-000022,70313000.0,3168023000.0,2879830000.0,21.876373570973247,0.909030647820423,0.02219459896597973,0.005432405790588485,-0.10098284595994263
BAH,Booz Allen Hamilton Holding Corp,2013-09-30,2013-10-30,2014,Q2,0001443646-13-000039,67813000.0,3184519000.0,2794384000.0,21.881567094157646,0.8774901327327612,0.02129458169349908,0.005207032903485865,0.05592373369599405
BAH,Booz Allen Hamilton Holding Corp,2013-12-31,2014-01-31,2014,Q3,0001443646-14-000006,47167000.0,3050133000.0,2771445000.0,21.83845103317237,0.9086308695391315,0.015463915835801258,-0.04219977962134941,0.26064208476358813
BAH,Booz Allen Hamilton Holding Corp,2014-06-30,2014-07-30,2015,Q1,0001443646-14-000032,71115000.0,2963413000.0,2733564000.0,21.809607481582226,0.922437743237274,0.02399766755426935,-0.028431547083356695,0.16169004823375044
BAH,Booz Allen Hamilton Holding Corp,2014-09-30,2014-10-29,2015,Q2,0001443646-14-000040,65284000.0,2829126000.0,2664804000.0,21.76323366698028,0.9419177512772495,0.023075677788829484,-0.045314979721017626,0.012127790358187255
BAH,Booz Allen Hamilton Holding Corp,2014-12-31,2015-01-28,2015,Q3,0001443646-15-000004,52807000.0,2832070000.0,2636821000.0,21.764273729986535,0.9310578481464088,0.018646078663309876,0.0010406040593455364,-0.009369584498955152
BAH,Booz Allen Hamilton Holding Corp,2015-06-30,2015-07-29,2016,Q1,0001443646-15-000058,64306000.0,2853179000.0,2645525000.0,21.771699648184054,0.9272201288457541,0.0225383686056851,0.007453558704410555,-0.04434412718058605
BAH,Booz Allen Hamilton Holding Corp,2015-09-30,2015-10-28,2016,Q2,0001443646-15-000108,56216000.0,2874625000.0,2605641000.0,21.77918806790576,0.906428142801235,0.019555942079401662,0.007516528055197378,0.050633781489199156
BAH,Booz Allen Hamilton Holding Corp,2015-12-31,2016-01-27,2016,Q3,0001443646-16-000116,108055000.0,2966508000.0,2585751000.0,21.810651340440053,0.8716480791556942,0.03642498183048891,0.03196347349654303,0.08240037186159058
BAH,Booz Allen Hamilton Holding Corp,2016-06-30,2016-07-27,2017,Q1,0001443646-16-000177,67817000.0,3041680000.0,2579406000.0,21.835675831298893,0.8480201730622551,0.02229590226453802,0.025340231679806695,0.028339117633511813
BAH,Booz Allen Hamilton Holding Corp,2016-09-30,2016-11-02,2017,Q2,0001443646-16-000207,62830000.0,3093619000.0,2577282000.0,21.85260743995042,0.8330961246359038,0.02030954684465023,0.017075760763788434,0.1434027737210141
BAH,Booz Allen Hamilton Holding Corp,2016-12-31,2017-01-30,2017,Q3,0001443646-17-000011,55590000.0,3166535000.0,2596822000.0,21.875903767072998,0.8200831508257449,0.017555466779934536,0.023569806107345475,0.030128143912023748
BAH,Booz Allen Hamilton Holding Corp,2017-06-30,2017-08-07,2018,Q1,0001443646-17-000108,79540000.0,3575525000.0,2976498000.0,21.99737785545737,0.8324646031002441,0.022245684200222344,0.12916010718340395,0.1545504967729985
BAH,Booz Allen Hamilton Holding Corp,2017-09-30,2017-11-06,2018,Q2,0001443646-17-000170,70913000.0,3529635000.0,2993352000.0,21.984460303112098,0.848062760030428,0.020090745926986786,-0.012834478852755888,0.059760345708510944
BAH,Booz Allen Hamilton Holding Corp,2017-12-31,2018-02-05,2018,Q3,0001443646-18-000018,69773000.0,3539296000.0,2975018000.0,21.987193674258325,0.8405677287234523,0.01971380749165936,0.0027371102111124804,0.060881797370203765
BAH,Booz Allen Hamilton Holding Corp,2018-06-30,2018-07-30,2019,Q1,0001443646-18-000162,104204000.0,3632032000.0,3024551000.0,22.013058108219333,0.8327434890441494,0.028690275856600382,0.026201820927099627,0.05230138094152636
BAH,Booz Allen Hamilton Holding Corp,2018-09-30,2018-10-29,2019,Q2,0001443646-18-000206,92713000.0,3735386000.0,3089046000.0,22.0411169969115,0.8269683507942687,0.024820192611954964,0.02845624708152351,-0.10742182496213853
BAH,Booz Allen Hamilton Holding Corp,2018-12-31,2019-02-01,2019,Q3,0001443646-19-000017,132037000.0,3797977000.0,3122722000.0,22.057734393499317,0.8222066642320373,0.034765086781726164,0.016756233492335196,0.11305786839162753
BAH,Booz Allen Hamilton Holding Corp,2019-06-30,2019-07-29,2020,Q1,0001443646-19-000145,117386000.0,4513650000.0,3764827000.0,22.230371975782695,0.83409812457767,0.026006890210805003,0.18843531701218832,0.006933070337245231
BAH,Booz Allen Hamilton Holding Corp,2019-09-30,2019-11-01,2020,Q2,0001443646-19-000183,114325000.0,4568858000.0,3728675000.0,22.242529120033858,0.8161065631718035,0.025022664306923088,0.012231342704906228,-0.006390858987933972
BAH,Booz Allen Hamilton Holding Corp,2019-12-31,2020-01-31,2020,Q3,0001443646-20-000022,112026000.0,4630627000.0,3715590000.0,22.25595811704224,0.8023945785311579,0.024192404181982267,0.013519570973753179,-0.11029992223680757
BAH,Booz Allen Hamilton Holding Corp,2020-06-30,2020-07-31,2021,Q1,0001443646-20-000122,129329000.0,4703989000.0,3821522000.0,22.27167670910463,0.8124002840993038,0.0274934741556581,0.015842778958443424,-0.004312081175765487
BAH,Booz Allen Hamilton Holding Corp,2020-09-30,2020-10-30,2021,Q2,0001443646-20-000165,136081000.0,5284898000.0,4312941000.0,22.388119156176973,0.8160878412412123,0.025749030539473042,0.12349284830385446,0.07477212397946471
BAH,Booz Allen Hamilton Holding Corp,2020-12-31,2021-01-29,2021,Q3,0001443646-21-000020,144371000.0,5368184000.0,4294919000.0,22.403755513226553,0.8000692599210459,0.026893824801832427,0.015759244549279853,-0.020220907613287185
BAH,Booz Allen Hamilton Holding Corp,2021-06-30,2021-07-30,2022,Q1,0001443646-21-000131,92102000.0,5984942000.0,4961409000.0,22.51251248501549,0.8289819684133948,0.015388954479425197,0.11489136735998617,-0.05502061132769503
BAH,Booz Allen Hamilton Holding Corp,2021-09-30,2021-10-29,2022,Q2,0001443646-21-000179,154834000.0,6025792000.0,4977694000.0,22.519314759966193,0.8260646899195989,0.025695211517423766,0.006825462970234298,-0.028425654721946796
BAH,Booz Allen Hamilton Holding Corp,2021-12-31,2022-01-28,2022,Q3,0001443646-22-000013,128931000.0,5944033000.0,4869779000.0,22.505653696163417,0.819271864742339,0.021690828432480103,-0.013568174938663665,0.15752851968397313
BAH,Booz Allen Hamilton Holding Corp,2022-06-30,2022-07-29,2023,Q1,0001443646-22-000133,138284000.0,5962399000.0,4863275000.0,22.508738753814047,0.8156574224569674,0.02319267798079263,0.0030898213384750726,-0.032128892575992725
BAH,Booz Allen Hamilton Holding Corp,2022-09-30,2022-10-28,2023,Q2,0001443646-22-000189,170932000.0,6205657000.0,4987122000.0,22.54872713235078,0.8036412582906209,0.027544545243154753,0.04079867851849566,-0.036437095076537564
BAH,Booz Allen Hamilton Holding Corp,2022-12-31,2023-01-27,2023,Q3,0001443646-23-000021,30997000.0,6345729000.0,5140050000.0,22.571047825130016,0.8100014986457821,0.004884702766222762,0.02257166324210313,-0.0038116817503162626
BAH,Booz Allen Hamilton Holding Corp,2023-06-30,2023-07-28,2024,Q1,0001443646-23-000174,161388000.0,6766317000.0,5749246000.0,22.635222758114004,0.8496861734382235,0.02385167588216751,0.066278909799016,-0.09872726903717932
BAH,Booz Allen Hamilton Holding Corp,2023-09-30,2023-10-27,2024,Q2,0001443646-23-000230,170718000.0,7162609000.0,6090479000.0,22.69214013702156,0.8503157159632754,0.02383461110330049,0.05856834670914768,0.08552713890075456
BAH,Booz Allen Hamilton Holding Corp,2023-12-31,2024-01-26,2024,Q3,0001443646-24-000010,145644000.0,6474728000.0,5388485000.0,22.591172435927657,0.8322334158284332,0.022494226784507396,-0.09603777059448589,0.031126449543776073
BAH,Booz Allen Hamilton Holding Corp,2024-06-30,2024-07-26,2025,Q1,0001443646-24-000156,165233000.0,6640787000.0,5556846000.0,22.616496317507714,0.8367752195635848,0.024881538889893622,0.025647254988935442,0.11818770516926536
BAH,Booz Allen Hamilton Holding Corp,2024-09-30,2024-10-25,2025,Q2,0001443646-24-000200,390112000.0,6878374000.0,5677605000.0,22.651648123750324,0.8254283643198232,0.056715729618656965,0.03577693426998939,-0.3576033647629388
